name,p_setting,p_unit,p_cat,p_context,vartype,min_val,max_val,source,enumvals,category,subcategory,setting,type,defaults,recommendation,min,max,unit,values,context,docs,comments,version_added,version_dropped
gin_fuzzy_search_limit,0,,Client Connection Defaults / Other Defaults,user,integer,0,2147483647,default,,Other Settings & Defaults,Text Search,gin_fuzzy_search_limit,integer,0,varies,0,INT_MAX,,,session,Sets the maximum allowed result for exact search by GIN.,"If you're going to use GIN queries in a web application, it's generally useful to set a limit on how many rows can be returned from the index just for response times.  However, the maximum number needs to depend on your application; what do users see as an acceptable expression of ""many""?",,
gin_pending_list_limit,4096,kB,Client Connection Defaults / Statement Behavior,user,integer,64,2147483647,default,,Other Settings & Defaults,Other Defaults,,memory,4MB,default,,,,,,,"Unless you have a lot of GIN indexed data and have time to test the performance of fastupdate.  Even then, it's probably better to set it on individual indexes.",,
hba_file,/var/lib/postgresql/data/pg_hba.conf,,File Locations,postmaster,string,,,override,,File Locations,,hba_file,string,ConfigDir/pg_hba.conf,default,,,,,restart,"Sets the server's ""hba"" configuration file.",Allows you to move the pg_hba file to a sysadmin-specified location.,,
hot_standby,on,,Replication / Standby Servers,postmaster,bool,,,default,,Replication,Standby Options,hot_standby,bool,on,on,,,,,restart,Allows connections and queries during recovery.,"Set to “on”, unless you want to specifically prohibit people from running queries on a standby server.",900,
hot_standby_feedback,off,,Replication / Standby Servers,sighup,bool,,,default,,Replication,Standby Options,,bool,off,on,,,,,,,Helps avoid query cancel on the replicas in most cases.  Turn it off for a replica which does long-running reports and is allowed to lag.,,
huge_pages,try,,Resource Usage / Memory,postmaster,enum,,,default,"{off,on,try}",Resource Usage,Memory,,ENUM,try,default,,,,,,,"However, for small systems (< 2GB of RAM) may be beneficial to set to “off”.",,
ident_file,/var/lib/postgresql/data/pg_ident.conf,,File Locations,postmaster,string,,,override,,File Locations,,ident_file,string,ConfigDir/pg_ident.conf,default,,,,,restart,"Sets the server's ""ident"" configuration file.",Allows you to move the pg_ident file to a sysadmin-specified location.,,
idle_in_transaction_session_timeout,0,ms,Client Connection Defaults / Statement Behavior,user,integer,0,2147483647,default,,Other Settings & Defaults,Timeouts,,time,off,1hr,,,,,,,"Set to 1 hour maximum, or as low as 1 minute if you know your query load well.  Idle transactions are bad news.",,
ignore_checksum_failure,off,,Developer Options,superuser,bool,,,default,,Developer Options,,,bool,off,default,,,,,,,For rescuing a corrupt DB,,
ignore_system_indexes,off,,Developer Options,backend,bool,,,default,,Developer Options,,ignore_system_indexes,bool,off,default,,,,,backend,"Disables reading from system indexes. It does not prevent updating the indexes, so it is safe to use.  The worst consequence is slowness.",Useful for salvaging data from a corrupted database.,,
integer_datetimes,on,,Preset Options,internal,bool,,,default,,Preset Options,,integer_datetimes,bool,off,N/A,,,,,internal,Datetimes are integer based.,Informational: lets you know of non-standard installation or compile options.,,
IntervalStyle,postgres,,Client Connection Defaults / Locale and Formatting,user,enum,,,default,"{postgres,postgres_verbose,sql_standard,iso_8601}",Locale & Formatting,Display,IntervalStyle,enum,postgres,default,,,,"postgres,postgres_verbose,sql_standard,iso_8601",session,"Sets the display format for interval values. The value sql_standard will produce output matching SQL standard interval literals. The value postgres (which is the default) will produce output matching PostgreSQL releases prior to 8.4 when the DateStyle parameter was set to ISO. The value postgres_verbose will produce output matching PostgreSQL releases prior to 8.4 when the DateStyle parameter was set to non-ISO output. The value iso_8601 will produce output matching the time interval ""format with designators"" defined in section 4.4.3.2 of ISO 8601. ",This is just in case your applications are expecting something specific in how INTERVAL strings are output.,804,
join_collapse_limit,8,,Query Tuning / Other Planner Options,user,integer,1,2147483647,default,,Query Tuning,Other Planner Options,join_collapse_limit,integer,8,default,1,INT_MAX,,,session,Sets the FROM-list size beyond which JOIN constructs are not flattened. The planner will flatten explicit JOIN constructs into lists of FROM items whenever a list of no more than this many items would result.,"If for some reason you wanted to explicitly declare the join order for all of your queries, you could set this to 1.  That is not recommended, though.",,
krb_caseins_users,off,,Connections and Authentication / Security and Authentication,sighup,bool,,,default,,Connections and Authentication,Security and Authentication,krb_caseins_users,bool,off,varies,,,,,restart,Sets whether Kerberos and GSSAPI user names should be treated as case-insensitive.,"Speak with your sysadmin or network security about how to set the various kerberos settings to match your local kerberos setup.  Kerberos support must be compiled in to PostgreSQL, and set in pg_hba.conf.",,
krb_server_keyfile,FILE:/etc/postgresql-common/krb5.keytab,,Connections and Authentication / Security and Authentication,sighup,string,,,default,,Connections and Authentication,Security and Authentication,krb_server_keyfile,string,,varies,,,,,restart,Sets the location of the Kerberos server key file.,,,
lc_collate,en_US.utf8,,Client Connection Defaults / Locale and Formatting,internal,string,,,override,,Locale & Formatting,Locale,lc_collate,string,as compiled,N/A,,,,,internal,Shows the collation order locale.,Set at initdb time.  Displayed for information only.,,
lc_ctype,en_US.utf8,,Client Connection Defaults / Locale and Formatting,internal,string,,,override,,Locale & Formatting,Locale,lc_ctype,string,as compiled,N/A,,,,,internal,Shows the character classification and case conversion locale.,Set at initdb time.  Displayed for information only.,,
lc_messages,en_US.utf8,,Client Connection Defaults / Locale and Formatting,superuser,string,,,configuration file,,Locale & Formatting,Locale,lc_messages,string,as compiled,default,,,,,superuser,Sets the language in which messages are displayed.,,,
lc_monetary,en_US.utf8,,Client Connection Defaults / Locale and Formatting,user,string,,,configuration file,,Locale & Formatting,Locale,lc_monetary,string,as compiled,default,,,,,session,Sets the locale for formatting monetary amounts.,,,
lc_numeric,en_US.utf8,,Client Connection Defaults / Locale and Formatting,user,string,,,configuration file,,Locale & Formatting,Locale,lc_numeric,string,as compiled,default,,,,,session,Sets the locale for formatting numbers.,,,
lc_time,en_US.utf8,,Client Connection Defaults / Locale and Formatting,user,string,,,configuration file,,Locale & Formatting,Locale,lc_time,string,as compiled,default,,,,,session,Sets the locale for formatting date and time values.,,,
listen_addresses,*,,Connections and Authentication / Connection Settings,postmaster,string,,,configuration file,,Connections and Authentication,Connection Settings,listen_addresses,list,localhost,"localhost,1 address",,,,,restart,Sets the host name or IP address(es) to listen to.,Set your listen_address as restrictively as possible; '*' should only be used for development machines,,
local_preload_libraries,,,Client Connection Defaults / Shared Library Preloading,user,string,,,default,,Other Settings & Defaults,Libraries,local_preload_libraries,string,,default,,,,,backend,Lists shared libraries to preload into each backend.,"This is largely a convenience setting, automatically loading libraries listed without needing an explicit load command.  Has no effect on performance.",,
lock_timeout,0,ms,Client Connection Defaults / Statement Behavior,user,integer,0,2147483647,default,,Other Settings & Defaults,Timeouts,,time,0 off,default,,,,,,,… but consider setting this per application or per query for any explicit locking attempts.,,
lo_compat_privileges,off,,Version and Platform Compatibility / Previous PostgreSQL Versions,superuser,bool,,,default,,Version and Platform Compatibility,Previous PostgreSQL Versions,lo_compat_privileges,bool,off,,,,,,superuser,"Enables backward compatibility mode for privilege checks on large objects. Skips privilege checks when reading or modifying large objects, for compatibility with PostgreSQL releases prior to 9.0.",,900,
log_autovacuum_min_duration,-1,ms,Reporting and Logging / What to Log,sighup,integer,-1,2147483647,default,,Reporting and Logging,When to Log,log_autovacuum_min_duration,integer,-1,1min,-1,2147483,ms,,reload,Sets the minimum execution time above which autovacuum actions will be logged. Zero prints all actions. -1 turns autovacuum logging off.,Logs all autovacuum actions which take more than the specified time.  Useful for figuring out if autovacuum is bogging down your system or blocking.,,
log_checkpoints,off,,Reporting and Logging / What to Log,sighup,bool,,,default,,Reporting and Logging,What to Log,log_checkpoints,bool,off,varies,,,,,reload,Logs each checkpoint.,"When doing performance analysis, it's often a good idea to turn on most of the logging options and log them to a CSVlog.  ",,
log_connections,off,,Reporting and Logging / What to Log,superuser-backend,bool,,,default,,Reporting and Logging,What to Log,log_connections,bool,off,varies,,,,,backend,Logs each successful connection.,Useful for performance analysis.,,
log_destination,stderr,,Reporting and Logging / Where to Log,sighup,string,,,default,,Reporting and Logging,Where to Log,log_destination,string,csvlog,varies,,,,,reload,"Sets the destination for server log output. Valid values are combinations of ""stderr"", ""syslog"", ""csvlog"", and ""eventlog"", depending on the platform.","Your choice of log destination depends on your system administration plans and the status of your server.  “syslog” or “eventlog” (Windows) are good choices for most development servers, because they can support centralized log monitors.  For development and testing, however, “csvlog” is probably the most useful, as it allows you to run queries against the log contents.",,
log_directory,log,,Reporting and Logging / Where to Log,sighup,string,,,default,,Reporting and Logging,Where to Log,log_directory,string,pg_log,varies,,,,,reload,Sets the destination directory for log files. Can be specified as relative to the data directory or as absolute path.,"If you are having PostgreSQL keep its own activity logs on a production server, it's probably a good idea to locate them on separate storage from the database and transaction log.",,
log_disconnections,off,,Reporting and Logging / What to Log,superuser-backend,bool,,,default,,Reporting and Logging,What to Log,log_disconnections,bool,off,varies,,,,,backend,"Logs end of a session, including duration.",Useful for performance analysis.,,
log_duration,off,,Reporting and Logging / What to Log,superuser,bool,,,default,,Reporting and Logging,What to Log,log_duration,bool,on,varies,,,,,superuser,Logs the duration of each completed SQL statement.,Useful for performance analysis.,,
log_error_verbosity,default,,Reporting and Logging / What to Log,superuser,enum,,,default,"{terse,default,verbose}",Reporting and Logging,When to Log,log_error_verbosity,ENUM,default,default,,,,"terse,default,verbose",superuser,"Sets the verbosity of logged messages. Valid values are ""terse"", ""default"", and ""verbose"".","Unless doing intensive debugging.  Alternately, set to TERSE if managing log volume is becoming a problem.",,
log_executor_stats,off,,Statistics / Monitoring,superuser,bool,,,default,,Statistics,Monitoring,log_executor_stats,bool,off,default,,,,,superuser,Writes executor performance statistics to the server log.,Used for profiling the query executor.,,
log_file_mode,600,,Reporting and Logging / Where to Log,sighup,integer,0,511,default,,Reporting and Logging,Where to Log,,integer,600,default,,,,,,,"… unless you need to share the log with Postgres' unix group, in which case set it to 660.",,
log_filename,postgresql-%Y-%m-%d_%H%M%S.log,,Reporting and Logging / Where to Log,sighup,string,,,default,,Reporting and Logging,Where to Log,log_filename,string,postgresql-%Y-%m-%d_%H%M%S.log,varies,,,,,reload,Sets the file name pattern for log files.,"If you want your logs to rotate automatically without needing a cron job to delete old logs, try naming them after the days of the week or the month so they overwrite automatically (i.e. 'postgresql-%a' or 'postgresql-%d').  This also helps with log analysis.",,
logging_collector,off,,Reporting and Logging / Where to Log,postmaster,bool,,,default,,Reporting and Logging,Where to Log,logging_collector,bool,on,on,,,,,restart,Start a subprocess to capture stderr output and/or csvlogs into log files.,Only relevant for “csvlog” and “stderr”.,,
log_hostname,off,,Reporting and Logging / What to Log,sighup,bool,,,default,,Reporting and Logging,What to Log,log_hostname,bool,off,off,,,,,reload,"Logs the host name in the connection logs. By default, connection logs only show the IP address of the connecting host. If you want them to show the host name you can turn this on, but depending on your host name resolution setup it might impose a non-negligible performance penalty.","As this setting requires resolution of each connecting hostname, it's pretty much always too expensive to have on, even when troubleshooting.",,
log_line_prefix,%m [%p] ,,Reporting and Logging / What to Log,sighup,string,,,default,,Reporting and Logging,What to Log,log_line_prefix,string,,default,,,,,reload,"Controls information prefixed to each log line. If blank, no prefix is used.","Primarily useful for providing extra information when logging to syslog or eventlog.  Try ""%h:%d:%u:%c  %t"" for this.",,
log_lock_waits,off,,Reporting and Logging / What to Log,superuser,bool,,,default,,Reporting and Logging,What to Log,log_lock_waits,bool,off,varies,,,,,superuser,Logs long lock waits.,Useful for performance analysis.,,
log_min_duration_statement,-1,ms,Reporting and Logging / When to Log,superuser,integer,-1,2147483647,default,,Reporting and Logging,When to Log,log_min_duration_statement,integer,-1,1min,-1,2147483,ms,,superuser,Sets the minimum execution time above which statements will be logged. Zero prints all queries. -1 turns this feature off.,"Possibly the most generally useful log setting for troubleshooting performance, especially on a production server.  Records only long-running queries for analysis; since these are often your ""problem"" queries, these are the most useful ones to know about.  Used for pg_fouine.",,
log_min_error_statement,error,,Reporting and Logging / When to Log,superuser,enum,,,default,"{debug5,debug4,debug3,debug2,debug1,info,notice,warning,error,log,fatal,panic}",Reporting and Logging,When to Log,log_min_error_statement,ENUM,error,default,,,,"debug5,debug4,debug3,debug2,debug1,info,notice,warning,error,log,fatal,panic",superuser,"Causes all statements generating error at or above this level to be logged. Each level includes all the levels that follow it. The later the level, the fewer messages are sent.","Logs SQL statements which error.  If you have an application which routinely generates errors and can't fix it, then raise the level to FATAL or PANIC.",,
log_min_messages,warning,,Reporting and Logging / When to Log,superuser,enum,,,default,"{debug5,debug4,debug3,debug2,debug1,info,notice,warning,error,log,fatal,panic}",Reporting and Logging,When to Log,log_min_messages,ENUM,notice,default,,,,"debug5,debug4,debug3,debug2,debug1,info,notice,warning,error,log,fatal,panic",superuser,"Sets the message levels that are logged. Each level includes all the levels that follow it. The later the level, the fewer messages are sent.","Unless doing serious troubleshooting.  If you want to output parses and plans, set to DEBUG1.",,
log_parser_stats,off,,Statistics / Monitoring,superuser,bool,,,default,,Statistics,Monitoring,log_parser_stats,bool,off,default,,,,,superuser,Writes parser performance statistics to the server log.,Used for profiling the query parser.,,
log_planner_stats,off,,Statistics / Monitoring,superuser,bool,,,default,,Statistics,Monitoring,log_planner_stats,bool,off,default,,,,,superuser,Writes planner performance statistics to the server log.,Used for profiling the query planner.,,
log_replication_commands,off,,Reporting and Logging / What to Log,superuser,bool,,,default,,Reporting and Logging,What to Log,,bool,off,on,,,,,,,"… assuming you're monitoring replication status, which you should.",,
log_rotation_age,1440,min,Reporting and Logging / Where to Log,sighup,integer,0,35791394,default,,Reporting and Logging,Where to Log,log_rotation_age,integer,1440,default,0,35791394,min,,reload,Automatic log file rotation will occur after N minutes.,1d is generally good for production.  Set to 1h to rotate logs hourly when doing performance analysis.,,
log_rotation_size,10240,kB,Reporting and Logging / Where to Log,sighup,integer,0,2097151,default,,Reporting and Logging,Where to Log,log_rotation_size,memory,10MB,1GB,0,2097151,kB,,reload,Automatic log file rotation will occur after N kilobytes.,Default is quite small if you have any extra logging turned on at all.  Increase to avoid the creation of additional log segments with hard-to-predict names.,,
log_statement,none,,Reporting and Logging / What to Log,superuser,enum,,,default,"{none,ddl,mod,all}",Reporting and Logging,What to Log,log_statement,ENUM,none,varies,,,,"none,ddl,mod,all",superuser,"Sets the type of statements logged. Valid values are ""none"", ""ddl"", ""mod"", and ""all"".","For exhaustive performance analysis on test systems, set to 'all'.  Most production setups will just want to use 'ddl' to make sure to record database-altering actions, but very secure setups may want to use 'mod' or even 'all'.  Can produce a lot of log volume.",,
log_statement_stats,off,,Statistics / Monitoring,superuser,bool,,,default,,Statistics,Monitoring,log_statement_stats,bool,off,default,,,,,superuser,Writes cumulative performance statistics to the server log.,Used for full query path profiling.  Exclusive of the other three options.,,
log_temp_files,-1,kB,Reporting and Logging / What to Log,superuser,integer,-1,2147483647,default,,Reporting and Logging,What to Log,log_temp_files,memory,-1,varies,-1,INT_MAX,kB,,session,Log the use of temporary files larger than this number of kilobytes. Zero logs all files. The default is -1 (turning this feature off).,"This logger is used for troubleshooting sorts and other activities which are spilling to disk.  If you use it at all, it's probably good to set it a something low like 1kB so that you know each query that spilled to disk, since any disk spill at all causes a dramatic slowdown in the query.  Can be used to see if you need more work_mem, temp_mem or maintenance_work_mem.",,
log_timezone,UTC,,Reporting and Logging / What to Log,sighup,string,,,configuration file,,Reporting and Logging,What to Log,log_timezone,string,per ENV,local timezone,,,,,reload,Sets the time zone to use in log messages.,"To avoid confusion, it's often useful to log to the timezone where the DBA or sysadmin lives.",,
log_truncate_on_rotation,off,,Reporting and Logging / Where to Log,sighup,bool,,,default,,Reporting and Logging,Where to Log,log_truncate_on_rotation,bool,off,on,,,,,reload,Truncate existing log files of same name during log rotation.,Set to “on” for production with a reusable logfile name to limit log accumulation if you don't have a sysadmin script to do so.,,
maintenance_work_mem,65536,kB,Resource Usage / Memory,user,integer,1024,2147483647,default,,Maintenance,Memory,maintenance_work_mem,integer,16MB,( AvRAM / 8 ) for most,1MB,2GB,kB,,session,Sets the maximum memory to be used for maintenance operations. This includes operations such as VACUUM and CREATE INDEX.,"Sets the limit for the amount that autovacuum, manual vacuum, bulk index build and other maintenance routines are permitted to use.  Setting it to a moderately high value will increase the efficiency of vacuum and other operations.  Applications which perform large ETL operations may need to allocate up to 1/4 of RAM to support large bulk vacuums.  Note that each autovacuum worker may use this much, so if using multiple autovacuum workers you may want to decrease this value so that they can't claim over 1/8 or 1/4 of available RAM.",,
max_connections,100,,Connections and Authentication / Connection Settings,postmaster,integer,1,262143,configuration file,,Connections and Authentication,Connection Settings,max_connections,integer,100,under 1000,1,INT_MAX,,,restart,Sets the maximum number of concurrent connections.,"Should be set to the maximum number of connections which you expect to need at peak load.  Note that each connection uses shared_buffer memory, as well as additional non-shared memory, so be careful not to run the system out of memory.  In general, if you need more than 200 connections, you should probably be making more use of connection pooling.",,
max_files_per_process,1000,,Resource Usage / Kernel Resources,postmaster,integer,25,2147483647,default,,Resource Usage,Kernel Resources,max_files_per_process,integer,1000,default,25,INT_MAX,,,restart,Sets the maximum number of simultaneously open files for each server process.,"If you have a large database with many partitioned tables, you may want to increase this.  Note that you will probably have to increase ulimits for the postgres user or system as well.",,
max_function_args,100,,Preset Options,internal,integer,100,100,default,,Preset Options,,max_function_args,integer,100,N/A,100,100,,,internal,Shows the maximum number of function arguments.,Informational: lets you know of non-standard installation or compile options.,,
max_identifier_length,63,,Preset Options,internal,integer,63,63,default,,Preset Options,,max_identifier_length,integer,63,N/A,63,63,,,internal,Shows the maximum identifier length.,Informational: lets you know of non-standard installation or compile options.,,
max_index_keys,32,,Preset Options,internal,integer,32,32,default,,Preset Options,,max_index_keys,integer,32,N/A,32,32,,,internal,Shows the maximum number of index keys.,Informational: lets you know of non-standard installation or compile options.,,
max_locks_per_transaction,64,,Lock Management,postmaster,integer,10,2147483647,default,,Lock Management,,max_locks_per_transaction,integer,64,default,10,INT_MAX,,,restart,Sets the maximum number of locks per transaction. The shared lock table is sized on the assumption that at most max_locks_per_transaction * max_connections distinct objects will need to be locked at any one time.,Some databases with very complex schema or with many long-running tranactions need a higher amount.  This is rare though.,,
max_logical_replication_workers,4,,Replication / Subscribers,postmaster,integer,0,262143,default,,Replication,Standby Options,,integer,4,default,,,,,,,… unless logical replication is falling behind and the replica isn't handling other traffic,,
max_parallel_workers,8,,Resource Usage / Asynchronous Behavior,user,integer,0,1024,default,,Resource Usage,CPU,,integer,8,cores/2,,,,,,,"…  if you think you can benefit from parallel query, and even cores/1 for DW systems.",,
max_parallel_workers_per_gather,2,,Resource Usage / Asynchronous Behavior,user,integer,0,1024,default,,Query Tuning,Parallel Query,,integer,2,increase,,,,,,,"Increase if you plan to use parallel query to 4 or 8, depending on cores/concurrent sessions. ",,
max_pred_locks_per_page,2,,Lock Management,sighup,integer,0,2147483647,default,,Lock Management,,,integer,2,default,,,,,,,,,
max_pred_locks_per_relation,-2,,Lock Management,sighup,integer,-2147483648,2147483647,default,,Lock Management,,,integer,-2 (disabled),,,,,,,,,,
max_pred_locks_per_transaction,64,,Lock Management,postmaster,integer,10,2147483647,default,,Lock Management,,,integer,64,default,,,,,,,"Raise if you have a lot of tables and are seeing some transactions fail, but modestly as a larger transaction table is expensive.",,
max_prepared_transactions,0,,Resource Usage / Memory,postmaster,integer,0,262143,default,,Resource Usage,Memory,max_prepared_transactions,integer,5,0 or max_connections,0,INT_MAX,,,restart,Sets the maximum number of simultaneously prepared transactions.,"Most applications do not use XA prepared transactions, so should set this parameter to 0.  If you do require prepared transactions, you should set this equal to max_connections to avoid blocking.  May require increasing kernel memory parameters.",,
max_replication_slots,10,,Replication / Sending Servers,postmaster,integer,0,262143,default,,Replication,Master Options,,integer,10,max replicas * 2,,,,,,,Set to twice as many replicas as you ever expect to have.,,
max_stack_depth,2048,kB,Resource Usage / Memory,superuser,integer,100,2147483647,environment variable,,Resource Usage,Kernel Resources,max_stack_depth,memory,2MB,default,100kB,2GB,kB,,superuser,"Sets the maximum stack depth, in kilobytes.",Increase this if you have experienced the relevant error.,,
max_standby_archive_delay,30000,ms,Replication / Standby Servers,sighup,integer,-1,2147483647,default,,Replication,Standby Options,max_standby_archive_delay,integer,30000,,-1,2147483,,,reload,Sets the maximum delay before canceling queries when a hot standby server is processing archived WAL data.,"If you are replicating primarily for failover, set this to a very low value (like 0) in order to keep the standby as up to date as possible.  If this standby is running queries as its primary role, set to the length of time of the longest-running query you want to allow.",900,
max_standby_streaming_delay,30000,ms,Replication / Standby Servers,sighup,integer,-1,2147483647,default,,Replication,Standby Options,max_standby_streaming_delay,integer,30000,,-1,2147483,,,reload,Sets the maximum delay before canceling queries when a hot standby server is processing streamed WAL data.,"If you are replicating primarily for failover, set this to a very low value (like 0) in order to keep the standby as up to date as possible.  If this standby is running queries as its primary role, set to the length of time of the longest-running query you want to allow.",900,
max_sync_workers_per_subscription,2,,Replication / Subscribers,sighup,integer,0,262143,default,,Replication,Standby Options,,integer,2,default,,,,,,,Consider raising to cores/2 when initially synchronizing logical replication for a new replica.,,
max_wal_senders,10,,Replication / Sending Servers,postmaster,integer,0,262143,default,,Replication,Master Options,max_wal_senders,integer,10,"Max replicas you expect to have, doubled",0,536870911,,,restart,Sets the maximum number of simultaneously running WAL sender processes.,"If you are replicating, you want to set this to the maximum number of standby servers you might possibly have.  Performance impact when set above zero, but no additional penalty for setting it higher.",900,
max_wal_size,1024,MB,Write-Ahead Log / Checkpoints,sighup,integer,2,2147483647,default,,WAL and Checkpoints,Settings,,memory,1GB,default,,,,,,,"… except for databases that write more than 1GB/hour of data, in which case increase the size of the log so that it's at least an hour worth of logs",,
max_worker_processes,8,,Resource Usage / Asynchronous Behavior,postmaster,integer,0,262143,default,,Resource Usage,CPU,,integer,8,increase,,,,,,,"Increase to max_parallel_workers + other workers, such as workers for logical replication and custom background workers.  Not more than your number of cores, though.",,
min_parallel_index_scan_size,64,8kB,Query Tuning / Planner Cost Constants,user,integer,0,715827882,default,,Query Tuning,Parallel Query,,memory,512kB,default,,,,,,,,,
min_parallel_table_scan_size,1024,8kB,Query Tuning / Planner Cost Constants,user,integer,0,715827882,default,,Query Tuning,Parallel Query,,memory,8MB,default,,,,,,,"… , unless doing IoT or a read-only database.  Raise to 100MB or so if your traffic on the database is very bursty, to prevent the WAL from shrinking too much.",,
min_wal_size,80,MB,Write-Ahead Log / Checkpoints,sighup,integer,2,2147483647,default,,WAL and Checkpoints,Settings,,memory,80MB,default,,,,,,,,,
old_snapshot_threshold,-1,min,Resource Usage / Asynchronous Behavior,postmaster,integer,-1,86400,default,,Other Settings & Defaults,Timeouts,,time,-1 (disabled),2hrs,,,,,,,… or the length of the longest transaction you expect to run + 1 hour.,,
operator_precedence_warning,off,,Version and Platform Compatibility / Previous PostgreSQL Versions,user,bool,,,default,,Other Settings & Defaults,Previous PostgreSQL Versions,,bool,off,default,,,,,,,,,
parallel_setup_cost,1000,,Query Tuning / Planner Cost Constants,user,real,0,1.79769E+308,default,,Query Tuning,Parallel Query,,real,1000,default,,,,,,,,,
parallel_tuple_cost,0.1,,Query Tuning / Planner Cost Constants,user,real,0,1.79769E+308,default,,Query Tuning,Parallel Query,,real,0.1,default,,,,,,,,,
password_encryption,md5,,Connections and Authentication / Security and Authentication,user,enum,,,default,"{md5,scram-sha-256}",Connections and Authentication,Security and Authentication,password_encryption,bool,on,on,,,,,session,"Encrypt passwords. When a password is specified in CREATE USER or ALTER USER without writing either ENCRYPTED or UNENCRYPTED, this parameter determines whether the password is to be encrypted.",There is no good reason for this to be set to “off”.,,
port,5432,,Connections and Authentication / Connection Settings,postmaster,integer,1,65535,default,,Connections and Authentication,Connection Settings,port,integer,5432,default,1,65535,,,restart,Sets the TCP port the server listens on.,"Alternate ports are primarily useful for running several versions, or instances, of PostgreSQL on one machine.  However, if you're using an alternate port to support several versions, it's often better to compile in the port number.",,
post_auth_delay,0,s,Developer Options,backend,integer,0,2147,default,,Developer Options,,post_auth_delay,integer,0,default,0,INT_MAX,s,,backend,Waits N seconds on connection startup after authentication. This allows attaching a debugger to the process.,Primarily used for attaching debuggers to sessions.,,
pre_auth_delay,0,s,Developer Options,sighup,integer,0,60,default,,Developer Options,,pre_auth_delay,integer,0,default,0,60,s,,reload,Waits N seconds on connection startup before authentication. This allows attaching a debugger to the process.,Primarily used for attaching debuggers to sessions.,,
quote_all_identifiers,off,,Version and Platform Compatibility / Previous PostgreSQL Versions,user,bool,,,default,,Other Settings & Defaults,Previous PostgreSQL Versions,,bool,off,default,,,,,,,,,
random_page_cost,4,,Query Tuning / Planner Cost Constants,user,real,0,1.79769E+308,default,,Query Tuning,Planner Cost Constants,random_page_cost,real,4,1.5 to 4,0,REAL_MAX,,,session,Sets the planner's estimate of the cost of a nonsequentially fetched disk page.,"Sets the ratio of seek to scan time for your database storage. 4.0 is appropriate for spinning disks, although 2.0-3.0 can be more approprate for large RAID sets. For SSDs, solid state cloud storage, and high-end SANs, set to 1.5.",,
replacement_sort_tuples,150000,,Resource Usage / Memory,user,integer,0,2147483647,default,,Query Tuning,Other Planner Options,,integer,150000,0,,,,,,,"Disable, this setting will be removed from Postgres 11.",,
restart_after_crash,on,,Error Handling,sighup,bool,,,default,,Other Settings & Defaults,Other Defaults,,bool,off,default,,,,,,,…  unless deliberately running postgres in “ephemeral mode”,,
row_security,on,,Connections and Authentication / Security and Authentication,user,bool,,,default,,Other Settings & Defaults,Other Defaults,,bool,on,on,,,,,,,…  except when testing row security policies.,,
search_path,"""$user"", public",,Client Connection Defaults / Statement Behavior,user,string,,,default,,Other Settings & Defaults,Default Locations,search_path,list,"""$user"",public",varies,,,,,session,Sets the schema search order for names that are not schema-qualified.,"Most DBAs either use the default or set search_path on a ROLE or database object basis.  The one reason to set it in postgresql.conf is if you are taking the security step of removing the special ""public"" schema in order to lock down your database.",,
segment_size,131072,8kB,Preset Options,internal,integer,131072,131072,default,,Preset Options,,segment_size,integer,131072,,131072,131072,8kB,,internal,Shows the number of pages per disk file.,Informational: lets you know of non-standard installation or compile options.,804,
seq_page_cost,1,,Query Tuning / Planner Cost Constants,user,real,0,1.79769E+308,default,,Query Tuning,Planner Cost Constants,seq_page_cost,real,1,default,0,REAL_MAX,,,session,Sets the planner's estimate of the cost of a sequentially fetched disk page.,The main reason to modify seq_page_cost is to try to get planner costs to more-or-less indicate execution times in milleseconds.  All other costs change relative to this cost automatically.,,
server_encoding,UTF8,,Client Connection Defaults / Locale and Formatting,internal,string,,,override,,Locale & Formatting,Locale,server_encoding,string,per ENV,N/A,,,,,internal,Sets the server (database) character set encoding.,Set at initdb time.  Displayed for information only.,,
server_version,10.1,,Preset Options,internal,string,,,default,,Preset Options,,server_version,string,08/03/00,N/A,,,,,internal,Shows the server version.,Informational: lets you know of non-standard installation or compile options.,,
server_version_num,100001,,Preset Options,internal,integer,100001,100001,default,,Preset Options,,server_version_num,integer,80300,N/A,80300,80300,,,internal,Shows the server version as an integer.,Informational: lets you know of non-standard installation or compile options.,,
session_preload_libraries,,,Client Connection Defaults / Shared Library Preloading,superuser,string,,,default,,Other Settings & Defaults,Other Defaults,,string,NULL,default,,,,,,,Special uses for debugging or for loading application-specific extensions.,,
session_replication_role,origin,,Client Connection Defaults / Statement Behavior,superuser,enum,,,default,"{origin,replica,local}",Other Settings & Defaults,Replication,session_replication_role,ENUM,origin,default,,,,"origin,replica,local",superuser,"Sets the session's behavior for triggers and rewrite rules. Each session can be either ""origin"", ""replica"", or ""local"".","Only gets changed for databases which are taking part in a replication chain.  In that case, ""origin"" servers fire replication (and other) triggers, and ""replica"" do not.  Part of the generic replication hooks which are used by Slony and Bucardo.",,
